"initial_alias","converted_alias","name","description","namespace"
"515","ATP5PB","ATP5PB","ATP synthase peripheral stalk-membrane subunit b [Source:HGNC Symbol;Acc:HGNC:840]","ENTREZGENE_ACC"
"4704","NDUFA9","NDUFA9","NADH:ubiquinone oxidoreductase subunit A9 [Source:HGNC Symbol;Acc:HGNC:7693]","ENTREZGENE_ACC"
"51021","MRPS16","MRPS16","mitochondrial ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:14048]","ENTREZGENE_ACC"
"2271","FH","FH","fumarate hydratase [Source:HGNC Symbol;Acc:HGNC:3700]","ENTREZGENE_ACC"
"79135","APOO","APOO","apolipoprotein O [Source:HGNC Symbol;Acc:HGNC:28727]","ENTREZGENE_ACC"
"4712","NDUFB6","NDUFB6","NADH:ubiquinone oxidoreductase subunit B6 [Source:HGNC Symbol;Acc:HGNC:7701]","ENTREZGENE_ACC"
"6392","SDHD","SDHD","succinate dehydrogenase complex subunit D [Source:HGNC Symbol;Acc:HGNC:10683]","ENTREZGENE_ACC"
"518","ATP5MC3","ATP5MC3","ATP synthase membrane subunit c locus 3 [Source:HGNC Symbol;Acc:HGNC:843]","ENTREZGENE_ACC"
"4718","NDUFC2","NDUFC2","NADH:ubiquinone oxidoreductase subunit C2 [Source:HGNC Symbol;Acc:HGNC:7706]","ENTREZGENE_ACC"
"25874","MPC2","MPC2","mitochondrial pyruvate carrier 2 [Source:HGNC Symbol;Acc:HGNC:24515]","ENTREZGENE_ACC"
"509","ATP5F1C","ATP5F1C","ATP synthase F1 subunit gamma [Source:HGNC Symbol;Acc:HGNC:833]","ENTREZGENE_ACC"
"7386","UQCRFS1","UQCRFS1","ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:12587]","ENTREZGENE_ACC"
"54205","CYCS","CYCS","cytochrome c, somatic [Source:HGNC Symbol;Acc:HGNC:19986]","ENTREZGENE_ACC"
"7417","VDAC2","VDAC2","voltage dependent anion channel 2 [Source:HGNC Symbol;Acc:HGNC:12672]","ENTREZGENE_ACC"
"498","ATP5F1A","ATP5F1A","ATP synthase F1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:823]","ENTREZGENE_ACC"
"2971","GTF3A","GTF3A","general transcription factor IIIA [Source:HGNC Symbol;Acc:HGNC:4662]","ENTREZGENE_ACC"
"5160","PDHA1","PDHA1","pyruvate dehydrogenase E1 subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8806]","ENTREZGENE_ACC"
"81892","SLIRP","SLIRP","SRA stem-loop interacting RNA binding protein [Source:HGNC Symbol;Acc:HGNC:20495]","ENTREZGENE_ACC"
"29093","MRPL22","MRPL22","mitochondrial ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:14480]","ENTREZGENE_ACC"
"55967","NDUFA12","NDUFA12","NADH:ubiquinone oxidoreductase subunit A12 [Source:HGNC Symbol;Acc:HGNC:23987]","ENTREZGENE_ACC"
"8802","SUCLG1","SUCLG1","succinate-CoA ligase GDP/ADP-forming subunit alpha [Source:HGNC Symbol;Acc:HGNC:11449]","ENTREZGENE_ACC"
"4719","NDUFS1","NDUFS1","NADH:ubiquinone oxidoreductase core subunit S1 [Source:HGNC Symbol;Acc:HGNC:7707]","ENTREZGENE_ACC"
"4706","NDUFAB1","NDUFAB1","NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694]","ENTREZGENE_ACC"
"6390","SDHB","SDHB","succinate dehydrogenase complex iron sulfur subunit B [Source:HGNC Symbol;Acc:HGNC:10681]","ENTREZGENE_ACC"
"29074","MRPL18","MRPL18","mitochondrial ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:14477]","ENTREZGENE_ACC"
"27069","GHITM","GHITM","growth hormone inducible transmembrane protein [Source:HGNC Symbol;Acc:HGNC:17281]","ENTREZGENE_ACC"
"10542","LAMTOR5","LAMTOR5","late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 [Source:HGNC Symbol;Acc:HGNC:17955]","ENTREZGENE_ACC"
"522","ATP5PF","ATP5PF","ATP synthase peripheral stalk subunit F6 [Source:HGNC Symbol;Acc:HGNC:847]","ENTREZGENE_ACC"
"4729","NDUFV2","NDUFV2","NADH:ubiquinone oxidoreductase core subunit V2 [Source:HGNC Symbol;Acc:HGNC:7717]","ENTREZGENE_ACC"
"9377","COX5A","COX5A","cytochrome c oxidase subunit 5A [Source:HGNC Symbol;Acc:HGNC:2267]","ENTREZGENE_ACC"
"4190","MDH1","MDH1","malate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6970]","ENTREZGENE_ACC"
"23788","MTCH2","MTCH2","mitochondrial carrier 2 [Source:HGNC Symbol;Acc:HGNC:17587]","ENTREZGENE_ACC"
"28957","MRPS28","MRPS28","mitochondrial ribosomal protein S28 [Source:HGNC Symbol;Acc:HGNC:14513]","ENTREZGENE_ACC"
"4711","NDUFB5","NDUFB5","NADH:ubiquinone oxidoreductase subunit B5 [Source:HGNC Symbol;Acc:HGNC:7700]","ENTREZGENE_ACC"
"64960","MRPS15","MRPS15","mitochondrial ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:14504]","ENTREZGENE_ACC"
"539","ATP5PO","ATP5PO","ATP synthase peripheral stalk subunit OSCP [Source:HGNC Symbol;Acc:HGNC:850]","ENTREZGENE_ACC"
"6391","SDHC","SDHC","succinate dehydrogenase complex subunit C [Source:HGNC Symbol;Acc:HGNC:10682]","ENTREZGENE_ACC"
"7419","VDAC3","VDAC3","voltage dependent anion channel 3 [Source:HGNC Symbol;Acc:HGNC:12674]","ENTREZGENE_ACC"
"4709","NDUFB3","NDUFB3","NADH:ubiquinone oxidoreductase subunit B3 [Source:HGNC Symbol;Acc:HGNC:7698]","ENTREZGENE_ACC"
"55847","CISD1","CISD1","CDGSH iron sulfur domain 1 [Source:HGNC Symbol;Acc:HGNC:30880]","ENTREZGENE_ACC"
"55856","ACOT13","ACOT13","acyl-CoA thioesterase 13 [Source:HGNC Symbol;Acc:HGNC:20999]","ENTREZGENE_ACC"
"3033","HADH","HADH","hydroxyacyl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4799]","ENTREZGENE_ACC"
"5162","PDHB","PDHB","pyruvate dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:8808]","ENTREZGENE_ACC"
"4702","NDUFA8","NDUFA8","NADH:ubiquinone oxidoreductase subunit A8 [Source:HGNC Symbol;Acc:HGNC:7692]","ENTREZGENE_ACC"
"55629","PNRC2","PNRC2","proline rich nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:23158]","ENTREZGENE_ACC"
"25836","NIPBL","NIPBL","NIPBL cohesin loading factor [Source:HGNC Symbol;Acc:HGNC:28862]","ENTREZGENE_ACC"
"115426","UHRF2","UHRF2","ubiquitin like with PHD and ring finger domains 2 [Source:HGNC Symbol;Acc:HGNC:12557]","ENTREZGENE_ACC"
"51552","RAB14","RAB14","RAB14, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16524]","ENTREZGENE_ACC"
"5926","ARID4A","ARID4A","AT-rich interaction domain 4A [Source:HGNC Symbol;Acc:HGNC:9885]","ENTREZGENE_ACC"
"55284","UBE2W","UBE2W","ubiquitin conjugating enzyme E2 W [Source:HGNC Symbol;Acc:HGNC:25616]","ENTREZGENE_ACC"
"54014","BRWD1","BRWD1","bromodomain and WD repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:12760]","ENTREZGENE_ACC"
"8087","FXR1","FXR1","FMR1 autosomal homolog 1 [Source:HGNC Symbol;Acc:HGNC:4023]","ENTREZGENE_ACC"
"253260","RICTOR","RICTOR","RPTOR independent companion of MTOR complex 2 [Source:HGNC Symbol;Acc:HGNC:28611]","ENTREZGENE_ACC"
"57532","NUFIP2","NUFIP2","nuclear FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17634]","ENTREZGENE_ACC"
"10771","ZMYND11","ZMYND11","zinc finger MYND-type containing 11 [Source:HGNC Symbol;Acc:HGNC:16966]","ENTREZGENE_ACC"
"55196","RESF1","RESF1","retroelement silencing factor 1 [Source:HGNC Symbol;Acc:HGNC:25559]","ENTREZGENE_ACC"
"55031","USP47","USP47","ubiquitin specific peptidase 47 [Source:HGNC Symbol;Acc:HGNC:20076]","ENTREZGENE_ACC"
"51496","CTDSPL2","CTDSPL2","CTD small phosphatase like 2 [Source:HGNC Symbol;Acc:HGNC:26936]","ENTREZGENE_ACC"
"8731","RNMT","RNMT","RNA guanine-7 methyltransferase [Source:HGNC Symbol;Acc:HGNC:10075]","ENTREZGENE_ACC"
"868","CBLB","CBLB","Cbl proto-oncogene B [Source:HGNC Symbol;Acc:HGNC:1542]","ENTREZGENE_ACC"
"6885","MAP3K7","MAP3K7","mitogen-activated protein kinase kinase kinase 7 [Source:HGNC Symbol;Acc:HGNC:6859]","ENTREZGENE_ACC"
"55596","ZCCHC8","ZCCHC8","zinc finger CCHC-type containing 8 [Source:HGNC Symbol;Acc:HGNC:25265]","ENTREZGENE_ACC"
"905","CCNT2","CCNT2","cyclin T2 [Source:HGNC Symbol;Acc:HGNC:1600]","ENTREZGENE_ACC"
"51742","ARID4B","ARID4B","AT-rich interaction domain 4B [Source:HGNC Symbol;Acc:HGNC:15550]","ENTREZGENE_ACC"
"80267","EDEM3","EDEM3","ER degradation enhancing alpha-mannosidase like protein 3 [Source:HGNC Symbol;Acc:HGNC:16787]","ENTREZGENE_ACC"
"80315","CPEB4","CPEB4","cytoplasmic polyadenylation element binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21747]","ENTREZGENE_ACC"
"64786","TBC1D15","TBC1D15","TBC1 domain family member 15 [Source:HGNC Symbol;Acc:HGNC:25694]","ENTREZGENE_ACC"
"25831","HECTD1","HECTD1","HECT domain E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:20157]","ENTREZGENE_ACC"
"54407","SLC38A2","SLC38A2","solute carrier family 38 member 2 [Source:HGNC Symbol;Acc:HGNC:13448]","ENTREZGENE_ACC"
"51701","NLK","NLK","nemo like kinase [Source:HGNC Symbol;Acc:HGNC:29858]","ENTREZGENE_ACC"
"5562","PRKAA1","PRKAA1","protein kinase AMP-activated catalytic subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9376]","ENTREZGENE_ACC"
"26122","EPC2","EPC2","enhancer of polycomb homolog 2 [Source:HGNC Symbol;Acc:HGNC:24543]","ENTREZGENE_ACC"
"659","BMPR2","BMPR2","bone morphogenetic protein receptor type 2 [Source:HGNC Symbol;Acc:HGNC:1078]","ENTREZGENE_ACC"
"149041","RC3H1","RC3H1","ring finger and CCCH-type domains 1 [Source:HGNC Symbol;Acc:HGNC:29434]","ENTREZGENE_ACC"
"4780","NFE2L2","NFE2L2","NFE2 like bZIP transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:7782]","ENTREZGENE_ACC"
"5290","PIK3CA","PIK3CA","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:8975]","ENTREZGENE_ACC"
"79718","TBL1XR1","TBL1XR1","TBL1X/Y related 1 [Source:HGNC Symbol;Acc:HGNC:29529]","ENTREZGENE_ACC"
"571","BACH1","BACH1","BTB domain and CNC homolog 1 [Source:HGNC Symbol;Acc:HGNC:935]","ENTREZGENE_ACC"
"57534","MIB1","MIB1","MIB E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21086]","ENTREZGENE_ACC"
"23683","PRKD3","PRKD3","protein kinase D3 [Source:HGNC Symbol;Acc:HGNC:9408]","ENTREZGENE_ACC"
"65056","GPBP1","GPBP1","GC-rich promoter binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29520]","ENTREZGENE_ACC"
"3845","KRAS","KRAS","KRAS proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:6407]","ENTREZGENE_ACC"
"10150","MBNL2","MBNL2","muscleblind like splicing regulator 2 [Source:HGNC Symbol;Acc:HGNC:16746]","ENTREZGENE_ACC"
"6198","RPS6KB1","RPS6KB1","ribosomal protein S6 kinase B1 [Source:HGNC Symbol;Acc:HGNC:10436]","ENTREZGENE_ACC"
"81573","ANKRD13C","ANKRD13C","ankyrin repeat domain 13C [Source:HGNC Symbol;Acc:HGNC:25374]","ENTREZGENE_ACC"
"56204","ATOSA","ATOSA","atos homolog A [Source:HGNC Symbol;Acc:HGNC:25609]","ENTREZGENE_ACC"
"1456","CSNK1G3","CSNK1G3","casein kinase 1 gamma 3 [Source:HGNC Symbol;Acc:HGNC:2456]","ENTREZGENE_ACC"
"29066","ZC3H7A","ZC3H7A","zinc finger CCCH-type containing 7A [Source:HGNC Symbol;Acc:HGNC:30959]","ENTREZGENE_ACC"
"114885","OSBPL11","OSBPL11","oxysterol binding protein like 11 [Source:HGNC Symbol;Acc:HGNC:16397]","ENTREZGENE_ACC"
"26091","HERC4","HERC4","HECT and RLD domain containing E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:HGNC:24521]","ENTREZGENE_ACC"
"54882","ANKHD1","ANKHD1","ankyrin repeat and KH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24714]","ENTREZGENE_ACC"
"54464","XRN1","XRN1","5'-3' exoribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:30654]","ENTREZGENE_ACC"
"51322","WAC","WAC","WW domain containing adaptor with coiled-coil [Source:HGNC Symbol;Acc:HGNC:17327]","ENTREZGENE_ACC"
"9669","EIF5B","EIF5B","eukaryotic translation initiation factor 5B [Source:HGNC Symbol;Acc:HGNC:30793]","ENTREZGENE_ACC"
"10492","SYNCRIP","SYNCRIP","synaptotagmin binding cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918]","ENTREZGENE_ACC"
"9188","DDX21","DDX21","DExD-box helicase 21 [Source:HGNC Symbol;Acc:HGNC:2744]","ENTREZGENE_ACC"
"6741","SSB","SSB","small RNA binding exonuclease protection factor La [Source:HGNC Symbol;Acc:HGNC:11316]","ENTREZGENE_ACC"
"23160","WDR43","WDR43","WD repeat domain 43 [Source:HGNC Symbol;Acc:HGNC:28945]","ENTREZGENE_ACC"
"26354","GNL3","GNL3","G protein nucleolar 3 [Source:HGNC Symbol;Acc:HGNC:29931]","ENTREZGENE_ACC"
"55127","HEATR1","HEATR1","HEAT repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:25517]","ENTREZGENE_ACC"
"29889","GNL2","GNL2","G protein nucleolar 2 [Source:HGNC Symbol;Acc:HGNC:29925]","ENTREZGENE_ACC"
"51388","NIP7","NIP7","nucleolar pre-rRNA processing protein NIP7 [Source:HGNC Symbol;Acc:HGNC:24328]","ENTREZGENE_ACC"
"5471","PPAT","PPAT","phosphoribosyl pyrophosphate amidotransferase [Source:HGNC Symbol;Acc:HGNC:9238]","ENTREZGENE_ACC"
"84365","NIFK","NIFK","nucleolar protein interacting with the FHA domain of MKI67 [Source:HGNC Symbol;Acc:HGNC:17838]","ENTREZGENE_ACC"
"27000","DNAJC2","DNAJC2","DnaJ heat shock protein family (Hsp40) member C2 [Source:HGNC Symbol;Acc:HGNC:13192]","ENTREZGENE_ACC"
"54433","GAR1","GAR1","GAR1 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14264]","ENTREZGENE_ACC"
"55720","TSR1","TSR1","TSR1 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:25542]","ENTREZGENE_ACC"
"10199","MPHOSPH10","MPHOSPH10","M-phase phosphoprotein 10 [Source:HGNC Symbol;Acc:HGNC:7213]","ENTREZGENE_ACC"
"10153","CEBPZ","CEBPZ","CCAAT enhancer binding protein zeta [Source:HGNC Symbol;Acc:HGNC:24218]","ENTREZGENE_ACC"
"51575","ESF1","ESF1","ESF1 nucleolar pre-rRNA processing protein homolog [Source:HGNC Symbol;Acc:HGNC:15898]","ENTREZGENE_ACC"
"80155","NAA15","NAA15","N-alpha-acetyltransferase 15, NatA auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:30782]","ENTREZGENE_ACC"
"27292","DIMT1","DIMT1","DIM1 rRNA methyltransferase and ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:30217]","ENTREZGENE_ACC"
"84128","WDR75","WDR75","WD repeat domain 75 [Source:HGNC Symbol;Acc:HGNC:25725]","ENTREZGENE_ACC"
"55131","RBM28","RBM28","RNA binding motif protein 28 [Source:HGNC Symbol;Acc:HGNC:21863]","ENTREZGENE_ACC"
"11137","PWP1","PWP1","PWP1 homolog, endonuclein [Source:HGNC Symbol;Acc:HGNC:17015]","ENTREZGENE_ACC"
"8886","DDX18","DDX18","DEAD-box helicase 18 [Source:HGNC Symbol;Acc:HGNC:2741]","ENTREZGENE_ACC"
"51018","RRP15","RRP15","ribosomal RNA processing 15 homolog [Source:HGNC Symbol;Acc:HGNC:24255]","ENTREZGENE_ACC"
"84549","MAK16","MAK16","MAK16 homolog [Source:HGNC Symbol;Acc:HGNC:13703]","ENTREZGENE_ACC"
"27042","UTP25","UTP25","UTP25 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:28440]","ENTREZGENE_ACC"
"10799","RPP40","RPP40","ribonuclease P/MRP subunit p40 [Source:HGNC Symbol;Acc:HGNC:20992]","ENTREZGENE_ACC"
"55646","LYAR","LYAR","Ly1 antibody reactive [Source:HGNC Symbol;Acc:HGNC:26021]","ENTREZGENE_ACC"
"25926","NOL11","NOL11","nucleolar protein 11 [Source:HGNC Symbol;Acc:HGNC:24557]","ENTREZGENE_ACC"
"83732","RIOK1","RIOK1","RIO kinase 1 [Source:HGNC Symbol;Acc:HGNC:18656]","ENTREZGENE_ACC"
"1662","DDX10","DDX10","DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]","ENTREZGENE_ACC"
"79101","TAF1D","TAF1D","TATA-box binding protein associated factor, RNA polymerase I subunit D [Source:HGNC Symbol;Acc:HGNC:28759]","ENTREZGENE_ACC"
"55299","BRIX1","BRIX1","biogenesis of ribosomes BRX1 [Source:HGNC Symbol;Acc:HGNC:24170]","ENTREZGENE_ACC"
"6632","SNRPD1","SNRPD1","small nuclear ribonucleoprotein D1 polypeptide [Source:HGNC Symbol;Acc:HGNC:11158]","ENTREZGENE_ACC"
"54962","TIPIN","TIPIN","TIMELESS interacting protein [Source:HGNC Symbol;Acc:HGNC:30750]","ENTREZGENE_ACC"
"10885","WDR3","WDR3","WD repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12755]","ENTREZGENE_ACC"
"55003","PAK1IP1","PAK1IP1","PAK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20882]","ENTREZGENE_ACC"
"56902","PNO1","PNO1","partner of NOB1 homolog [Source:HGNC Symbol;Acc:HGNC:32790]","ENTREZGENE_ACC"
"54517","PUS7","PUS7","pseudouridine synthase 7 [Source:HGNC Symbol;Acc:HGNC:26033]","ENTREZGENE_ACC"
"23560","GTPBP4","GTPBP4","GTP binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21535]","ENTREZGENE_ACC"
"64318","NOC3L","NOC3L","NOC3 like DNA replication regulator [Source:HGNC Symbol;Acc:HGNC:24034]","ENTREZGENE_ACC"
"9933","PUM3","PUM3","pumilio RNA binding family member 3 [Source:HGNC Symbol;Acc:HGNC:29676]","ENTREZGENE_ACC"
"55854","ZC3H15","ZC3H15","zinc finger CCCH-type containing 15 [Source:HGNC Symbol;Acc:HGNC:29528]","ENTREZGENE_ACC"
"7019","TFAM","TFAM","transcription factor A, mitochondrial [Source:HGNC Symbol;Acc:HGNC:11741]","ENTREZGENE_ACC"
"5062","PAK2","PAK2","p21 (RAC1) activated kinase 2 [Source:HGNC Symbol;Acc:HGNC:8591]","ENTREZGENE_ACC"
"1024","CDK8","CDK8","cyclin dependent kinase 8 [Source:HGNC Symbol;Acc:HGNC:1779]","ENTREZGENE_ACC"
"9270","ITGB1BP1","ITGB1BP1","integrin subunit beta 1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:23927]","ENTREZGENE_ACC"
"5147","PDE6D","PDE6D","phosphodiesterase 6D [Source:HGNC Symbol;Acc:HGNC:8788]","ENTREZGENE_ACC"
"5910","RAP1GDS1","RAP1GDS1","Rap1 GTPase-GDP dissociation stimulator 1 [Source:HGNC Symbol;Acc:HGNC:9859]","ENTREZGENE_ACC"
"10071","MUC12","MUC12","mucin 12, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7510]","ENTREZGENE_ACC"
"998","CDC42","CDC42","cell division cycle 42 [Source:HGNC Symbol;Acc:HGNC:1736]","ENTREZGENE_ACC"
"5879","RAC1","RAC1","Rac family small GTPase 1 [Source:HGNC Symbol;Acc:HGNC:9801]","ENTREZGENE_ACC"
"7114","TMSB4X","TMSB4X","thymosin beta 4 X-linked [Source:HGNC Symbol;Acc:HGNC:11881]","ENTREZGENE_ACC"
"5878","RAB5C","RAB5C","RAB5C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9785]","ENTREZGENE_ACC"
"10245","TIMM17B","TIMM17B","translocase of inner mitochondrial membrane 17B [Source:HGNC Symbol;Acc:HGNC:17310]","ENTREZGENE_ACC"
"892","CCNC","CCNC","cyclin C [Source:HGNC Symbol;Acc:HGNC:1581]","ENTREZGENE_ACC"
"402","ARL2","ARL2","ADP ribosylation factor like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:693]","ENTREZGENE_ACC"
"134510","UBLCP1","UBLCP1","ubiquitin like domain containing CTD phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28110]","ENTREZGENE_ACC"
"53981","CPSF2","CPSF2","cleavage and polyadenylation specific factor 2 [Source:HGNC Symbol;Acc:HGNC:2325]","ENTREZGENE_ACC"
"57695","USP37","USP37","ubiquitin specific peptidase 37 [Source:HGNC Symbol;Acc:HGNC:20063]","ENTREZGENE_ACC"
"7982","ST7","ST7","suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351]","ENTREZGENE_ACC"
"80006","TRAPPC13","TRAPPC13","trafficking protein particle complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:25828]","ENTREZGENE_ACC"
"23568","ARL2BP","ARL2BP","ADP ribosylation factor like GTPase 2 binding protein [Source:HGNC Symbol;Acc:HGNC:17146]","ENTREZGENE_ACC"
"389","RHOC","RHOC","ras homolog family member C [Source:HGNC Symbol;Acc:HGNC:669]","ENTREZGENE_ACC"
"153830","RNF145","RNF145","ring finger protein 145 [Source:HGNC Symbol;Acc:HGNC:20853]","ENTREZGENE_ACC"
"10962","MLLT11","MLLT11","MLLT11 transcription factor 7 cofactor [Source:HGNC Symbol;Acc:HGNC:16997]","ENTREZGENE_ACC"
"55255","WDR41","WDR41","WD repeat domain 41 [Source:HGNC Symbol;Acc:HGNC:25601]","ENTREZGENE_ACC"
"57691","KIAA1586","KIAA1586","KIAA1586 [Source:HGNC Symbol;Acc:HGNC:21360]","ENTREZGENE_ACC"
"51107","APH1A","APH1A","aph-1 homolog A, gamma-secretase subunit [Source:HGNC Symbol;Acc:HGNC:29509]","ENTREZGENE_ACC"
"25923","ATL3","ATL3","atlastin GTPase 3 [Source:HGNC Symbol;Acc:HGNC:24526]","ENTREZGENE_ACC"
"29123","ANKRD11","ANKRD11","ankyrin repeat domain containing 11 [Source:HGNC Symbol;Acc:HGNC:21316]","ENTREZGENE_ACC"
"114799","ESCO1","ESCO1","establishment of sister chromatid cohesion N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24645]","ENTREZGENE_ACC"
"117177","RAB3IP","RAB3IP","RAB3A interacting protein [Source:HGNC Symbol;Acc:HGNC:16508]","ENTREZGENE_ACC"
"392","ARHGAP1","ARHGAP1","Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:673]","ENTREZGENE_ACC"
"9191","DEDD","DEDD","death effector domain containing [Source:HGNC Symbol;Acc:HGNC:2755]","ENTREZGENE_ACC"
"6780","STAU1","STAU1","staufen double-stranded RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11370]","ENTREZGENE_ACC"
"403","ARL3","ARL3","ADP ribosylation factor like GTPase 3 [Source:HGNC Symbol;Acc:HGNC:694]","ENTREZGENE_ACC"
"203259","FAM219A","FAM219A","family with sequence similarity 219 member A [Source:HGNC Symbol;Acc:HGNC:19920]","ENTREZGENE_ACC"
"57630","SH3RF1","SH3RF1","SH3 domain containing ring finger 1 [Source:HGNC Symbol;Acc:HGNC:17650]","ENTREZGENE_ACC"
"5058","PAK1","PAK1","p21 (RAC1) activated kinase 1 [Source:HGNC Symbol;Acc:HGNC:8590]","ENTREZGENE_ACC"
"89781","HPS4","HPS4","HPS4 biogenesis of lysosomal organelles complex 3 subunit 2 [Source:HGNC Symbol;Acc:HGNC:15844]","ENTREZGENE_ACC"
"8976","WASL","WASL","WASP like actin nucleation promoting factor [Source:HGNC Symbol;Acc:HGNC:12735]","ENTREZGENE_ACC"
"27185","DISC1","DISC1","DISC1 scaffold protein [Source:HGNC Symbol;Acc:HGNC:2888]","ENTREZGENE_ACC"
"4130","MAP1A","MAP1A","microtubule associated protein 1A [Source:HGNC Symbol;Acc:HGNC:6835]","ENTREZGENE_ACC"
"4512","MT-CO1","MT-CO1","mitochondrially encoded cytochrome c oxidase I [Source:HGNC Symbol;Acc:HGNC:7419]","ENTREZGENE_ACC"
"23265","EXOC7","EXOC7","exocyst complex component 7 [Source:HGNC Symbol;Acc:HGNC:23214]","ENTREZGENE_ACC"
"23381","SMG5","SMG5","SMG5 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:24644]","ENTREZGENE_ACC"
"7343","UBTF","UBTF","upstream binding transcription factor [Source:HGNC Symbol;Acc:HGNC:12511]","ENTREZGENE_ACC"
"7917","BAG6","BAG6","BAG cochaperone 6 [Source:HGNC Symbol;Acc:HGNC:13919]","ENTREZGENE_ACC"
"8175","SF3A2","SF3A2","splicing factor 3a subunit 2 [Source:HGNC Symbol;Acc:HGNC:10766]","ENTREZGENE_ACC"
"1107","CHD3","CHD3","chromodomain helicase DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:1918]","ENTREZGENE_ACC"
"6830","SUPT6H","SUPT6H","SPT6 homolog, histone chaperone and transcription elongation factor [Source:HGNC Symbol;Acc:HGNC:11470]","ENTREZGENE_ACC"
"10992","SF3B2","SF3B2","splicing factor 3b subunit 2 [Source:HGNC Symbol;Acc:HGNC:10769]","ENTREZGENE_ACC"
"6602","SMARCD1","SMARCD1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:HGNC Symbol;Acc:HGNC:11106]","ENTREZGENE_ACC"
"23523","CABIN1","CABIN1","calcineurin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24187]","ENTREZGENE_ACC"
"81","ACTN4","ACTN4","actinin alpha 4 [Source:HGNC Symbol;Acc:HGNC:166]","ENTREZGENE_ACC"
"1639","DCTN1","DCTN1","dynactin subunit 1 [Source:HGNC Symbol;Acc:HGNC:2711]","ENTREZGENE_ACC"
"58509","CACTIN","CACTIN","cactin, spliceosome C complex subunit [Source:HGNC Symbol;Acc:HGNC:29938]","ENTREZGENE_ACC"
"29882","ANAPC2","ANAPC2","anaphase promoting complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19989]","ENTREZGENE_ACC"
"10262","SF3B4","SF3B4","splicing factor 3b subunit 4 [Source:HGNC Symbol;Acc:HGNC:10771]","ENTREZGENE_ACC"
"5339","PLEC","PLEC","plectin [Source:HGNC Symbol;Acc:HGNC:9069]","ENTREZGENE_ACC"
