"initial_alias","converted_alias","name","description","namespace"
"ENSG00000150394","CDH8","CDH8","cadherin 8 [Source:HGNC Symbol;Acc:HGNC:1767]","ARRAYEXPRESS,ENSG"
"ENSG00000127418","FGFRL1","FGFRL1","fibroblast growth factor receptor like 1 [Source:HGNC Symbol;Acc:HGNC:3693]","ARRAYEXPRESS,ENSG"
"ENSG00000280165","PCDH20","PCDH20","protocadherin 20 [Source:HGNC Symbol;Acc:HGNC:14257]","ARRAYEXPRESS,ENSG"
"ENSG00000253873","PCDHGA11","PCDHGA11","protocadherin gamma subfamily A, 11 [Source:HGNC Symbol;Acc:HGNC:8698]","ARRAYEXPRESS,ENSG"
"ENSG00000253159","PCDHGA12","PCDHGA12","protocadherin gamma subfamily A, 12 [Source:HGNC Symbol;Acc:HGNC:8699]","ARRAYEXPRESS,ENSG"
"ENSG00000161682","FAM171A2","FAM171A2","family with sequence similarity 171 member A2 [Source:HGNC Symbol;Acc:HGNC:30480]","ARRAYEXPRESS,ENSG"
"ENSG00000278565","None","None","None",""
"ENSG00000276547","PCDHGB5","PCDHGB5","protocadherin gamma subfamily B, 5 [Source:HGNC Symbol;Acc:HGNC:8712]","ARRAYEXPRESS,ENSG"
"ENSG00000262209","PCDHGB3","PCDHGB3","protocadherin gamma subfamily B, 3 [Source:HGNC Symbol;Acc:HGNC:8710]","ARRAYEXPRESS,ENSG"
"ENSG00000112852","PCDHB2","PCDHB2","protocadherin beta 2 [Source:HGNC Symbol;Acc:HGNC:8687]","ARRAYEXPRESS,ENSG"
"ENSG00000253537","PCDHGA7","PCDHGA7","protocadherin gamma subfamily A, 7 [Source:HGNC Symbol;Acc:HGNC:8705]","ARRAYEXPRESS,ENSG"
"ENSG00000070010","UFD1","UFD1","ubiquitin recognition factor in ER associated degradation 1 [Source:HGNC Symbol;Acc:HGNC:12520]","ARRAYEXPRESS,ENSG"
"ENSG00000180667","YOD1","YOD1","YOD1 deubiquitinase [Source:HGNC Symbol;Acc:HGNC:25035]","ARRAYEXPRESS,ENSG"
"ENSG00000169696","ASPSCR1","ASPSCR1","ASPSCR1 tether for SLC2A4, UBX domain containing [Source:HGNC Symbol;Acc:HGNC:13825]","ARRAYEXPRESS,ENSG"
"ENSG00000104881","PPP1R13L","PPP1R13L","protein phosphatase 1 regulatory subunit 13 like [Source:HGNC Symbol;Acc:HGNC:18838]","ARRAYEXPRESS,ENSG"
"ENSG00000088833","NSFL1C","NSFL1C","NSFL1 cofactor [Source:HGNC Symbol;Acc:HGNC:15912]","ARRAYEXPRESS,ENSG"
"ENSG00000146426","TIAM2","TIAM2","TIAM Rac1 associated GEF 2 [Source:HGNC Symbol;Acc:HGNC:11806]","ARRAYEXPRESS,ENSG"
"ENSG00000155368","DBI","DBI","diazepam binding inhibitor, acyl-CoA binding protein [Source:HGNC Symbol;Acc:HGNC:2690]","ARRAYEXPRESS,ENSG"
"ENSG00000182446","NPLOC4","NPLOC4","NPL4 homolog, ubiquitin recognition factor [Source:HGNC Symbol;Acc:HGNC:18261]","ARRAYEXPRESS,ENSG"
"ENSG00000183137","CEP57L1","CEP57L1","centrosomal protein 57 like 1 [Source:HGNC Symbol;Acc:HGNC:21561]","ARRAYEXPRESS,ENSG"
"ENSG00000162543","UBXN10","UBXN10","UBX domain protein 10 [Source:HGNC Symbol;Acc:HGNC:26354]","ARRAYEXPRESS,ENSG"
"ENSG00000104691","UBXN8","UBXN8","UBX domain protein 8 [Source:HGNC Symbol;Acc:HGNC:30307]","ARRAYEXPRESS,ENSG"
"ENSG00000167671","UBXN6","UBXN6","UBX domain protein 6 [Source:HGNC Symbol;Acc:HGNC:14928]","ARRAYEXPRESS,ENSG"
"ENSG00000137055","PLAA","PLAA","phospholipase A2 activating protein [Source:HGNC Symbol;Acc:HGNC:9043]","ARRAYEXPRESS,ENSG"
"ENSG00000136935","GOLGA1","GOLGA1","golgin A1 [Source:HGNC Symbol;Acc:HGNC:4424]","ARRAYEXPRESS,ENSG"
"ENSG00000135821","GLUL","GLUL","glutamate-ammonia ligase [Source:HGNC Symbol;Acc:HGNC:4341]","ARRAYEXPRESS,ENSG"
"ENSG00000115685","PPP1R7","PPP1R7","protein phosphatase 1 regulatory subunit 7 [Source:HGNC Symbol;Acc:HGNC:9295]","ARRAYEXPRESS,ENSG"
"ENSG00000158552","ZFAND2B","ZFAND2B","zinc finger AN1-type containing 2B [Source:HGNC Symbol;Acc:HGNC:25206]","ARRAYEXPRESS,ENSG"
"ENSG00000034533","ASTE1","ASTE1","asteroid homolog 1 [Source:HGNC Symbol;Acc:HGNC:25021]","ARRAYEXPRESS,ENSG"
"ENSG00000143845","ETNK2","ETNK2","ethanolamine kinase 2 [Source:HGNC Symbol;Acc:HGNC:25575]","ARRAYEXPRESS,ENSG"
"ENSG00000173960","UBXN2A","UBXN2A","UBX domain protein 2A [Source:HGNC Symbol;Acc:HGNC:27265]","ARRAYEXPRESS,ENSG"
"ENSG00000215114","UBXN2B","UBXN2B","UBX domain protein 2B [Source:HGNC Symbol;Acc:HGNC:27035]","ARRAYEXPRESS,ENSG"
"ENSG00000164902","PHAX","PHAX","phosphorylated adaptor for RNA export [Source:HGNC Symbol;Acc:HGNC:10241]","ARRAYEXPRESS,ENSG"
"ENSG00000151092","NGLY1","NGLY1","N-glycanase 1 [Source:HGNC Symbol;Acc:HGNC:17646]","ARRAYEXPRESS,ENSG"
"ENSG00000140798","ABCC12","ABCC12","ATP binding cassette subfamily C member 12 [Source:HGNC Symbol;Acc:HGNC:14640]","ARRAYEXPRESS,ENSG"
"ENSG00000183475","ASB7","ASB7","ankyrin repeat and SOCS box containing 7 [Source:HGNC Symbol;Acc:HGNC:17182]","ARRAYEXPRESS,ENSG"
"ENSG00000198650","TAT","TAT","tyrosine aminotransferase [Source:HGNC Symbol;Acc:HGNC:11573]","ARRAYEXPRESS,ENSG"
"ENSG00000138182","KIF20B","KIF20B","kinesin family member 20B [Source:HGNC Symbol;Acc:HGNC:7212]","ARRAYEXPRESS,ENSG"
"ENSG00000203780","FANK1","FANK1","fibronectin type III and ankyrin repeat domains 1 [Source:HGNC Symbol;Acc:HGNC:23527]","ARRAYEXPRESS,ENSG"
"ENSG00000101220","C20orf27","C20orf27","chromosome 20 open reading frame 27 [Source:HGNC Symbol;Acc:HGNC:15873]","ARRAYEXPRESS,ENSG"
"ENSG00000137842","TMEM62","TMEM62","transmembrane protein 62 [Source:HGNC Symbol;Acc:HGNC:26269]","ARRAYEXPRESS,ENSG"
"ENSG00000175073","VCPIP1","VCPIP1","valosin containing protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30897]","ARRAYEXPRESS,ENSG"
"ENSG00000198168","SVIP","SVIP","small VCP interacting protein [Source:HGNC Symbol;Acc:HGNC:25238]","ARRAYEXPRESS,ENSG"
"ENSG00000137869","CYP19A1","CYP19A1","cytochrome P450 family 19 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2594]","ARRAYEXPRESS,ENSG"
"ENSG00000163053","SLC16A14","SLC16A14","solute carrier family 16 member 14 [Source:HGNC Symbol;Acc:HGNC:26417]","ARRAYEXPRESS,ENSG"
"ENSG00000117543","DPH5","DPH5","diphthamide biosynthesis 5 [Source:HGNC Symbol;Acc:HGNC:24270]","ARRAYEXPRESS,ENSG"
"ENSG00000102900","NUP93","NUP93","nucleoporin 93 [Source:HGNC Symbol;Acc:HGNC:28958]","ARRAYEXPRESS,ENSG"
"ENSG00000153201","RANBP2","RANBP2","RAN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9848]","ARRAYEXPRESS,ENSG"
"ENSG00000160789","LMNA","LMNA","lamin A/C [Source:HGNC Symbol;Acc:HGNC:6636]","ARRAYEXPRESS,ENSG"
"ENSG00000124789","NUP153","NUP153","nucleoporin 153 [Source:HGNC Symbol;Acc:HGNC:8062]","ARRAYEXPRESS,ENSG"
"ENSG00000114030","KPNA1","KPNA1","karyopherin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:6394]","ARRAYEXPRESS,ENSG"
"ENSG00000120253","NUP43","NUP43","nucleoporin 43 [Source:HGNC Symbol;Acc:HGNC:21182]","ARRAYEXPRESS,ENSG"
"ENSG00000095319","NUP188","NUP188","nucleoporin 188 [Source:HGNC Symbol;Acc:HGNC:17859]","ARRAYEXPRESS,ENSG"
"ENSG00000047410","TPR","TPR","translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:HGNC:12017]","ARRAYEXPRESS,ENSG"
"ENSG00000101146","RAE1","RAE1","ribonucleic acid export 1 [Source:HGNC Symbol;Acc:HGNC:9828]","ARRAYEXPRESS,ENSG"
"ENSG00000153207","AHCTF1","AHCTF1","AT-hook containing transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:24618]","ARRAYEXPRESS,ENSG"
"ENSG00000108424","KPNB1","KPNB1","karyopherin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6400]","ARRAYEXPRESS,ENSG"
"ENSG00000162231","NXF1","NXF1","nuclear RNA export factor 1 [Source:HGNC Symbol;Acc:HGNC:8071]","ARRAYEXPRESS,ENSG"
"ENSG00000155561","NUP205","NUP205","nucleoporin 205 [Source:HGNC Symbol;Acc:HGNC:18658]","ARRAYEXPRESS,ENSG"
"ENSG00000111581","NUP107","NUP107","nucleoporin 107 [Source:HGNC Symbol;Acc:HGNC:29914]","ARRAYEXPRESS,ENSG"
"ENSG00000136352","NKX2-1","NKX2-1","NK2 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11825]","ARRAYEXPRESS,ENSG"
"ENSG00000182481","KPNA2","KPNA2","karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6395]","ARRAYEXPRESS,ENSG"
"ENSG00000176046","NUPR1","NUPR1","nuclear protein 1, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:29990]","ARRAYEXPRESS,ENSG"
"ENSG00000102753","KPNA3","KPNA3","karyopherin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6396]","ARRAYEXPRESS,ENSG"
"ENSG00000110713","NUP98","NUP98","nucleoporin 98 and 96 precursor [Source:HGNC Symbol;Acc:HGNC:8068]","ARRAYEXPRESS,ENSG"
"ENSG00000213024","NUP62","NUP62","nucleoporin 62 [Source:HGNC Symbol;Acc:HGNC:8066]","ARRAYEXPRESS,ENSG"
"ENSG00000030066","NUP160","NUP160","nucleoporin 160 [Source:HGNC Symbol;Acc:HGNC:18017]","ARRAYEXPRESS,ENSG"
"ENSG00000085415","SEH1L","SEH1L","SEH1 like nucleoporin [Source:HGNC Symbol;Acc:HGNC:30379]","ARRAYEXPRESS,ENSG"
"ENSG00000136997","MYC","MYC","MYC proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7553]","ARRAYEXPRESS,ENSG"
"ENSG00000157020","SEC13","SEC13","SEC13 homolog, nuclear pore and COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10697]","ARRAYEXPRESS,ENSG"
"ENSG00000113569","NUP155","NUP155","nucleoporin 155 [Source:HGNC Symbol;Acc:HGNC:8063]","ARRAYEXPRESS,ENSG"
"ENSG00000186432","KPNA4","KPNA4","karyopherin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6397]","ARRAYEXPRESS,ENSG"
"ENSG00000126883","NUP214","NUP214","nucleoporin 214 [Source:HGNC Symbol;Acc:HGNC:8064]","ARRAYEXPRESS,ENSG"
"ENSG00000125450","NUP85","NUP85","nucleoporin 85 [Source:HGNC Symbol;Acc:HGNC:8734]","ARRAYEXPRESS,ENSG"
"ENSG00000180198","RCC1","RCC1","regulator of chromosome condensation 1 [Source:HGNC Symbol;Acc:HGNC:1913]","ARRAYEXPRESS,ENSG"
"ENSG00000069248","NUP133","NUP133","nucleoporin 133 [Source:HGNC Symbol;Acc:HGNC:18016]","ARRAYEXPRESS,ENSG"
"ENSG00000163904","SENP2","SENP2","SUMO specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:23116]","ARRAYEXPRESS,ENSG"
"ENSG00000132341","RAN","RAN","RAN, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9846]","ARRAYEXPRESS,ENSG"
"ENSG00000093000","NUP50","NUP50","nucleoporin 50 [Source:HGNC Symbol;Acc:HGNC:8065]","ARRAYEXPRESS,ENSG"
"ENSG00000100401","RANGAP1","RANGAP1","Ran GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:9854]","ARRAYEXPRESS,ENSG"
"ENSG00000065150","IPO5","IPO5","importin 5 [Source:HGNC Symbol;Acc:HGNC:6402]","ARRAYEXPRESS,ENSG"
"ENSG00000143753","DEGS1","DEGS1","delta 4-desaturase, sphingolipid 1 [Source:HGNC Symbol;Acc:HGNC:13709]","ARRAYEXPRESS,ENSG"
"ENSG00000164889","SLC4A2","SLC4A2","solute carrier family 4 member 2 [Source:HGNC Symbol;Acc:HGNC:11028]","ARRAYEXPRESS,ENSG"
"ENSG00000113621","TXNDC15","TXNDC15","thioredoxin domain containing 15 [Source:HGNC Symbol;Acc:HGNC:20652]","ARRAYEXPRESS,ENSG"
"ENSG00000143324","XPR1","XPR1","xenotropic and polytropic retrovirus receptor 1 [Source:HGNC Symbol;Acc:HGNC:12827]","ARRAYEXPRESS,ENSG"
"ENSG00000142494","SLC47A1","SLC47A1","solute carrier family 47 member 1 [Source:HGNC Symbol;Acc:HGNC:25588]","ARRAYEXPRESS,ENSG"
"ENSG00000100372","SLC25A17","SLC25A17","solute carrier family 25 member 17 [Source:HGNC Symbol;Acc:HGNC:10987]","ARRAYEXPRESS,ENSG"
"ENSG00000101842","VSIG1","VSIG1","V-set and immunoglobulin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28675]","ARRAYEXPRESS,ENSG"
"ENSG00000124067","SLC12A4","SLC12A4","solute carrier family 12 member 4 [Source:HGNC Symbol;Acc:HGNC:10913]","ARRAYEXPRESS,ENSG"
"ENSG00000171488","LRRC8C","LRRC8C","leucine rich repeat containing 8 VRAC subunit C [Source:HGNC Symbol;Acc:HGNC:25075]","ARRAYEXPRESS,ENSG"
"ENSG00000171492","LRRC8D","LRRC8D","leucine rich repeat containing 8 VRAC subunit D [Source:HGNC Symbol;Acc:HGNC:16992]","ARRAYEXPRESS,ENSG"
"ENSG00000160801","PTH1R","PTH1R","parathyroid hormone 1 receptor [Source:HGNC Symbol;Acc:HGNC:9608]","ARRAYEXPRESS,ENSG"
"ENSG00000136802","LRRC8A","LRRC8A","leucine rich repeat containing 8 VRAC subunit A [Source:HGNC Symbol;Acc:HGNC:19027]","ARRAYEXPRESS,ENSG"
"ENSG00000197147","LRRC8B","LRRC8B","leucine rich repeat containing 8 VRAC subunit B [Source:HGNC Symbol;Acc:HGNC:30692]","ARRAYEXPRESS,ENSG"
"ENSG00000140199","SLC12A6","SLC12A6","solute carrier family 12 member 6 [Source:HGNC Symbol;Acc:HGNC:10914]","ARRAYEXPRESS,ENSG"
"ENSG00000112759","SLC29A1","SLC29A1","solute carrier family 29 member 1 (Augustine blood group) [Source:HGNC Symbol;Acc:HGNC:11003]","ARRAYEXPRESS,ENSG"
"ENSG00000124785","NRN1","NRN1","neuritin 1 [Source:HGNC Symbol;Acc:HGNC:17972]","ARRAYEXPRESS,ENSG"
"ENSG00000146828","SLC12A9","SLC12A9","solute carrier family 12 member 9 [Source:HGNC Symbol;Acc:HGNC:17435]","ARRAYEXPRESS,ENSG"
"ENSG00000100263","RHBDD3","RHBDD3","rhomboid domain containing 3 [Source:HGNC Symbol;Acc:HGNC:1308]","ARRAYEXPRESS,ENSG"
"ENSG00000171017","LRRC8E","LRRC8E","leucine rich repeat containing 8 VRAC subunit E [Source:HGNC Symbol;Acc:HGNC:26272]","ARRAYEXPRESS,ENSG"
"ENSG00000139370","SLC15A4","SLC15A4","solute carrier family 15 member 4 [Source:HGNC Symbol;Acc:HGNC:23090]","ARRAYEXPRESS,ENSG"
"ENSG00000132911","NMUR2","NMUR2","neuromedin U receptor 2 [Source:HGNC Symbol;Acc:HGNC:16454]","ARRAYEXPRESS,ENSG"
"ENSG00000113504","SLC12A7","SLC12A7","solute carrier family 12 member 7 [Source:HGNC Symbol;Acc:HGNC:10915]","ARRAYEXPRESS,ENSG"
"ENSG00000145495","MARCHF6","MARCHF6","membrane associated ring-CH-type finger 6 [Source:HGNC Symbol;Acc:HGNC:30550]","ARRAYEXPRESS,ENSG"
"ENSG00000135318","NT5E","NT5E","5'-nucleotidase ecto [Source:HGNC Symbol;Acc:HGNC:8021]","ARRAYEXPRESS,ENSG"
"ENSG00000112337","SLC17A2","SLC17A2","solute carrier family 17 member 2 [Source:HGNC Symbol;Acc:HGNC:10930]","ARRAYEXPRESS,ENSG"
"ENSG00000101974","ATP11C","ATP11C","ATPase phospholipid transporting 11C [Source:HGNC Symbol;Acc:HGNC:13554]","ARRAYEXPRESS,ENSG"
"ENSG00000149150","SLC43A1","SLC43A1","solute carrier family 43 member 1 [Source:HGNC Symbol;Acc:HGNC:9225]","ARRAYEXPRESS,ENSG"
"ENSG00000165349","SLC7A3","SLC7A3","solute carrier family 7 member 3 [Source:HGNC Symbol;Acc:HGNC:11061]","ARRAYEXPRESS,ENSG"
"ENSG00000104549","SQLE","SQLE","squalene epoxidase [Source:HGNC Symbol;Acc:HGNC:11279]","ARRAYEXPRESS,ENSG"
"ENSG00000160013","PTGIR","PTGIR","prostaglandin I2 receptor [Source:HGNC Symbol;Acc:HGNC:9602]","ARRAYEXPRESS,ENSG"
"ENSG00000114544","SLC41A3","SLC41A3","solute carrier family 41 member 3 [Source:HGNC Symbol;Acc:HGNC:31046]","ARRAYEXPRESS,ENSG"
"ENSG00000121577","POPDC2","POPDC2","popeye domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17648]","ARRAYEXPRESS,ENSG"
"ENSG00000131389","SLC6A6","SLC6A6","solute carrier family 6 member 6 [Source:HGNC Symbol;Acc:HGNC:11052]","ARRAYEXPRESS,ENSG"
"ENSG00000070214","SLC44A1","SLC44A1","solute carrier family 44 member 1 [Source:HGNC Symbol;Acc:HGNC:18798]","ARRAYEXPRESS,ENSG"
"ENSG00000188394","GPR21","GPR21","G protein-coupled receptor 21 [Source:HGNC Symbol;Acc:HGNC:4476]","ARRAYEXPRESS,ENSG"
"ENSG00000168556","ING2","ING2","inhibitor of growth family member 2 [Source:HGNC Symbol;Acc:HGNC:6063]","ARRAYEXPRESS,ENSG"
"ENSG00000123933","MXD4","MXD4","MAX dimerization protein 4 [Source:HGNC Symbol;Acc:HGNC:13906]","ARRAYEXPRESS,ENSG"
"ENSG00000009950","MLXIPL","MLXIPL","MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744]","ARRAYEXPRESS,ENSG"
"ENSG00000108788","MLX","MLX","MAX dimerization protein MLX [Source:HGNC Symbol;Acc:HGNC:11645]","ARRAYEXPRESS,ENSG"
"ENSG00000059728","MXD1","MXD1","MAX dimerization protein 1 [Source:HGNC Symbol;Acc:HGNC:6761]","ARRAYEXPRESS,ENSG"
"ENSG00000164105","SAP30","SAP30","Sin3A associated protein 30 [Source:HGNC Symbol;Acc:HGNC:10532]","ARRAYEXPRESS,ENSG"
"ENSG00000030419","IKZF2","IKZF2","IKAROS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:13177]","ARRAYEXPRESS,ENSG"
"ENSG00000100916","BRMS1L","BRMS1L","BRMS1 like transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:20512]","ARRAYEXPRESS,ENSG"
"ENSG00000119950","MXI1","MXI1","MAX interactor 1, dimerization protein [Source:HGNC Symbol;Acc:HGNC:7534]","ARRAYEXPRESS,ENSG"
"ENSG00000127511","SIN3B","SIN3B","SIN3 transcription regulator family member B [Source:HGNC Symbol;Acc:HGNC:19354]","ARRAYEXPRESS,ENSG"
"ENSG00000153922","CHD1","CHD1","chromodomain helicase DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1915]","ARRAYEXPRESS,ENSG"
"ENSG00000105856","HBP1","HBP1","HMG-box transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:23200]","ARRAYEXPRESS,ENSG"
"ENSG00000054267","ARID4B","ARID4B","AT-rich interaction domain 4B [Source:HGNC Symbol;Acc:HGNC:15550]","ARRAYEXPRESS,ENSG"
"ENSG00000040633","PHF23","PHF23","PHD finger protein 23 [Source:HGNC Symbol;Acc:HGNC:28428]","ARRAYEXPRESS,ENSG"
"ENSG00000174744","BRMS1","BRMS1","BRMS1 transcriptional repressor and anoikis regulator [Source:HGNC Symbol;Acc:HGNC:17262]","ARRAYEXPRESS,ENSG"
"ENSG00000123411","IKZF4","IKZF4","IKAROS family zinc finger 4 [Source:HGNC Symbol;Acc:HGNC:13179]","ARRAYEXPRESS,ENSG"
"ENSG00000111707","SUDS3","SUDS3","SDS3 homolog, SIN3A corepressor complex component [Source:HGNC Symbol;Acc:HGNC:29545]","ARRAYEXPRESS,ENSG"
"ENSG00000251380","DCANP1","DCANP1","dendritic cell associated nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:24459]","ARRAYEXPRESS,ENSG"
"ENSG00000114115","RBP1","RBP1","retinol binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9919]","ARRAYEXPRESS,ENSG"
"ENSG00000179630","LACC1","LACC1","laccase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26789]","ARRAYEXPRESS,ENSG"
"ENSG00000212899","KRTAP3-3","KRTAP3-3","keratin associated protein 3-3 [Source:HGNC Symbol;Acc:HGNC:18890]","ARRAYEXPRESS,ENSG"
"ENSG00000213347","MXD3","MXD3","MAX dimerization protein 3 [Source:HGNC Symbol;Acc:HGNC:14008]","ARRAYEXPRESS,ENSG"
"ENSG00000164576","SAP30L","SAP30L","SAP30 like [Source:HGNC Symbol;Acc:HGNC:25663]","ARRAYEXPRESS,ENSG"
"ENSG00000121207","LRAT","LRAT","lecithin retinol acyltransferase [Source:HGNC Symbol;Acc:HGNC:6685]","ARRAYEXPRESS,ENSG"
"ENSG00000153487","ING1","ING1","inhibitor of growth family member 1 [Source:HGNC Symbol;Acc:HGNC:6062]","ARRAYEXPRESS,ENSG"
"ENSG00000032219","ARID4A","ARID4A","AT-rich interaction domain 4A [Source:HGNC Symbol;Acc:HGNC:9885]","ARRAYEXPRESS,ENSG"
"ENSG00000146247","PHIP","PHIP","pleckstrin homology domain interacting protein [Source:HGNC Symbol;Acc:HGNC:15673]","ARRAYEXPRESS,ENSG"
"ENSG00000070444","MNT","MNT","MAX network transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:7188]","ARRAYEXPRESS,ENSG"
"ENSG00000164684","ZNF704","ZNF704","zinc finger protein 704 [Source:HGNC Symbol;Acc:HGNC:32291]","ARRAYEXPRESS,ENSG"
"ENSG00000186918","ZNF395","ZNF395","zinc finger protein 395 [Source:HGNC Symbol;Acc:HGNC:18737]","ARRAYEXPRESS,ENSG"
"ENSG00000132823","OSER1","OSER1","oxidative stress responsive serine rich 1 [Source:HGNC Symbol;Acc:HGNC:16105]","ARRAYEXPRESS,ENSG"
"ENSG00000155307","SAMSN1","SAMSN1","SAM domain, SH3 domain and nuclear localization signals 1 [Source:HGNC Symbol;Acc:HGNC:10528]","ARRAYEXPRESS,ENSG"
"ENSG00000136715","SAP130","SAP130","Sin3A associated protein 130 [Source:HGNC Symbol;Acc:HGNC:29813]","ARRAYEXPRESS,ENSG"
"ENSG00000114113","RBP2","RBP2","retinol binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9920]","ARRAYEXPRESS,ENSG"
"ENSG00000239282","CASTOR1","CASTOR1","cytosolic arginine sensor for mTORC1 subunit 1 [Source:HGNC Symbol;Acc:HGNC:34423]","ARRAYEXPRESS,ENSG"
"ENSG00000274070","CASTOR2","CASTOR2","cytosolic arginine sensor for mTORC1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:37073]","ARRAYEXPRESS,ENSG"
"ENSG00000165115","KIF27","KIF27","kinesin family member 27 [Source:HGNC Symbol;Acc:HGNC:18632]","ARRAYEXPRESS,ENSG"
"ENSG00000134248","LAMTOR5","LAMTOR5","late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 [Source:HGNC Symbol;Acc:HGNC:17955]","ARRAYEXPRESS,ENSG"
"ENSG00000116954","RRAGC","RRAGC","Ras related GTP binding C [Source:HGNC Symbol;Acc:HGNC:19902]","ARRAYEXPRESS,ENSG"
"ENSG00000025039","RRAGD","RRAGD","Ras related GTP binding D [Source:HGNC Symbol;Acc:HGNC:19903]","ARRAYEXPRESS,ENSG"
"ENSG00000083750","RRAGB","RRAGB","Ras related GTP binding B [Source:HGNC Symbol;Acc:HGNC:19901]","ARRAYEXPRESS,ENSG"
"ENSG00000114388","NPRL2","NPRL2","NPR2 like, GATOR1 complex subunit [Source:HGNC Symbol;Acc:HGNC:24969]","ARRAYEXPRESS,ENSG"
"ENSG00000145979","TBC1D7","TBC1D7","TBC1 domain family member 7 [Source:HGNC Symbol;Acc:HGNC:21066]","ARRAYEXPRESS,ENSG"
"ENSG00000155876","RRAGA","RRAGA","Ras related GTP binding A [Source:HGNC Symbol;Acc:HGNC:16963]","ARRAYEXPRESS,ENSG"
"ENSG00000106268","NUDT1","NUDT1","nudix hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:8048]","ARRAYEXPRESS,ENSG"
"ENSG00000171916","LGALS9C","LGALS9C","galectin 9C [Source:HGNC Symbol;Acc:HGNC:33874]","ARRAYEXPRESS,ENSG"
"ENSG00000149357","LAMTOR1","LAMTOR1","late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:HGNC Symbol;Acc:HGNC:26068]","ARRAYEXPRESS,ENSG"
"ENSG00000161204","ABCF3","ABCF3","ATP binding cassette subfamily F member 3 [Source:HGNC Symbol;Acc:HGNC:72]","ARRAYEXPRESS,ENSG"
"ENSG00000198000","NOL8","NOL8","nucleolar protein 8 [Source:HGNC Symbol;Acc:HGNC:23387]","ARRAYEXPRESS,ENSG"
"ENSG00000100150","DEPDC5","DEPDC5","DEP domain containing 5, GATOR1 subcomplex subunit [Source:HGNC Symbol;Acc:HGNC:18423]","ARRAYEXPRESS,ENSG"
"ENSG00000051620","HEBP2","HEBP2","heme binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15716]","ARRAYEXPRESS,ENSG"
"ENSG00000221926","TRIM16","TRIM16","tripartite motif containing 16 [Source:HGNC Symbol;Acc:HGNC:17241]","ARRAYEXPRESS,ENSG"
"ENSG00000188186","LAMTOR4","LAMTOR4","late endosomal/lysosomal adaptor, MAPK and MTOR activator 4 [Source:HGNC Symbol;Acc:HGNC:33772]","ARRAYEXPRESS,ENSG"
"ENSG00000103148","NPRL3","NPRL3","NPR3 like, GATOR1 complex subunit [Source:HGNC Symbol;Acc:HGNC:14124]","ARRAYEXPRESS,ENSG"
"ENSG00000052795","FNIP2","FNIP2","folliculin interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29280]","ARRAYEXPRESS,ENSG"
"ENSG00000164654","MIOS","MIOS","meiosis regulator for oocyte development [Source:HGNC Symbol;Acc:HGNC:21905]","ARRAYEXPRESS,ENSG"
"ENSG00000177058","SLC38A9","SLC38A9","solute carrier family 38 member 9 [Source:HGNC Symbol;Acc:HGNC:26907]","ARRAYEXPRESS,ENSG"
"ENSG00000142207","URB1","URB1","URB1 ribosome biogenesis homolog [Source:HGNC Symbol;Acc:HGNC:17344]","ARRAYEXPRESS,ENSG"
"ENSG00000080546","SESN1","SESN1","sestrin 1 [Source:HGNC Symbol;Acc:HGNC:21595]","ARRAYEXPRESS,ENSG"
"ENSG00000103091","WDR59","WDR59","WD repeat domain 59 [Source:HGNC Symbol;Acc:HGNC:25706]","ARRAYEXPRESS,ENSG"
